   |CODCLAVECICBENEFICIARIO|CODCLAVECICSOLICITANTE|PERIODO|FECDIA|HORINITRANSACCION|CODSUCAGE|CODSESION|CODINTERNOTRANSACCION|CODTRANSACCIONVENTANILLA|DESTRANSACCIONVENTANILLA|ACTV_BENEFICIARIO|TIPPER_BENEFICIARIO|FLG_FFNN_BENEFICIARIO|FLG_FFNN_SOLICITANTE|TIPBANCA_BENEFICIARIO|TIPBANCA_SOLICITANTE|MTOTRANSACCION|TIPPER_SOLICITANTE|DESBANCA_BENEFICIARIO|DESBANCA_SOLICITANTE|FECONS_BENEFICIARIO|FECONS_SOL|FLG_AN_BENEFICIARIO|FLG_AN_SOLICITANTE|FLG_REL|FLG_ROS_BEN|FLG_ROS_SOL|FLG_MTO_P25|FLG_MTO_P50|FLG_MTO_P75|FLG_MTO_P90|FECDIA2|FEC_BEN|FLG_AN|TIPPER|FLG_NUEVA_BEN|dif|dif2|FLG_NUEVA_SOL|FLG_NUEVA|FLG_BANCA|PERSONA_SOL|EMPRESA_SOL|PERSONA_BEN|EMPRESA_BEN|FLG_ROS|FLG_MTO|FLG_NOREL|MTOTRANSACCION_ES|TIPPER_BEN|TIPPER_SOL|MTO_P95|MTOTRANSACCION_ES95|N_Cluster
2840|12844012.0|13725959.0|202005|12/05/2020|13:36:51|215000|551|800694000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|C|P|200088.7|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/2014||0|0|0|0|0|0|0|0|0|2020-12-05|2014-03-25|0|0|0|2447 days|2447.0|0|0|1|1|0|0|0|0|0|1|200088.7|1|0|200088.7|200088.7|5
870|12844012.0|12680817.0|202001|15/01/2020|11:24:30|215000|368|800648000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|C|P|205280.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/2014||0|0|0|0|0|0|0|0|0|2020-01-15|2014-03-25|0|0|0|2122 days|2122.0|0|0|1|1|0|0|0|0|0|1|205280.0|1|0|205280.0|205280.0|5
2267|12610230.0|14868508.0|202001|02/01/2020|14:40:16|570000|1182|902192000000.0|62|DepÂ¢sito Cte|6023.0|E|1|1|P|P|240000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |25/09/2008||0|0|0|1|0|1|0|0|0|2020-02-01|2008-09-25|0|0|0|4146 days|4146.0|0|0|1|1|0|1|0|0|0|1|240000.0|1|0|240000.0|240000.0|7
1345|3391922.0|8820275.0|202002|11/02/2020|09:54:08|585000|35|800662000000.0|115|Credipago with partial validation|5122.0|E|1|1|E|P|250000.0|P|EMPRESA                            |BANCA PERSONAL                     |25/02/2002||0|0|0|0|0|1|0|0|0|2020-11-02|2002-02-25|0|0|0|6825 days|6825.0|0|0|1|1|0|0|1|0|0|1|250000.0|1|0|250000.0|250000.0|0
3104|5656270.0|5656270.0|202008|21/08/2020|11:44:51|245002|98|800736000000.0|60|DepÂ¢sito Aho|99.0|P|1|1|P|P|348950.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|1|0|0|2020-08-21||0|1|0|||0|0|1|1|0|1|0|0|0|1|348950.0|0|0|348950.0|348950.0|2
3285|3855878.0||202006|08/06/2020|10:19:35|395000|38|800703000000.0|62|DepÂ¢sito Cte|5122.0|E|1|0|E||251890.0||EMPRESA                            ||03/06/2002||0|0|0|0|0|1|0|0|0|2020-08-06|2002-03-06|0|0|0|6728 days|6728.0|0|0|0|0|0|0|1|0|0|1|251890.0|1|1|251890.0|251890.0|0
134|7602980.0|7602980.0|202006|15/06/2020|13:07:20|200000|360|902240000000.0|60|DepÂ¢sito Aho|99.0|P|1|1|P|P|400000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|1|0|2020-06-15||0|1|0|||0|0|1|1|0|1|0|0|0|1|400000.0|0|0|400000.0|400000.0|18
2970|8637421.0|8642264.0|202002|13/02/2020|12:07:00|380000|410|800664000000.0|62|DepÂ¢sito Cte|6712.0|E|1|1|C|P|277381.9|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-02-13||0|0|0|||0|0|1|1|0|0|0|0|0|1|277381.9|1|0|277381.9|277381.9|5
1037|5327980.0|5327980.0|202007|22/07/2020|11:40:43|191105|115|800727000000.0|60|DepÂ¢sito Aho|91.0|P|1|1|P|P|351280.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|1|0|0|2020-07-22||0|1|0|||0|0|1|1|0|1|0|0|0|1|351280.0|0|0|351280.0|351280.0|2
72|6848492.0|3138662.0|202008|31/08/2020|16:41:48|192030|433|800738000000.0|62|DepÂ¢sito Cte|1729.0|E|1|1|P|P|300000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |26/07/2006||0|0|1|0|0|0|1|0|0|2020-08-31|2006-07-26|0|0|0|5150 days|5150.0|0|0|1|1|0|1|0|0|0|0|300000.0|1|0|300000.0|300000.0|12
1757|303207.0|9708515.0|202007|30/07/2020|10:54:24|540002|197|800729000000.0|112|Pago de ADUANAS|7511.0|E|1|1|E|P|210907.0|P|EMPRESA                            |BANCA PERSONAL                     |04/05/1993||0|0|0|0|0|0|0|0|0|2020-07-30|1993-04-05|0|0|0|9978 days|9978.0|0|0|1|1|0|0|1|0|0|1|210907.0|1|0|210907.0|210907.0|0
2000|2096628.0|3049539.0|202006|30/06/2020|12:10:30|570000|281|902243000000.0|62|DepÂ¢sito Cte|5211.0|E|1|1|E|P|211560.0|P|EMPRESA                            |BANCA PERSONAL                     |01/02/1993||0|0|0|0|0|0|0|0|0|2020-06-30|1993-01-02|0|0|0|10041 days|10041.0|0|0|1|1|0|0|1|0|0|1|211560.0|1|0|211560.0|211560.0|0
2451|3855878.0|21614230.0|202003|31/03/2020|10:48:35|395000|31|902228000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|276090.0|P|EMPRESA                            |BANCA PERSONAL                     |03/06/2002||0|0|0|0|0|1|0|0|0|2020-03-31|2002-03-06|0|0|0|6600 days|6600.0|0|0|1|1|0|0|1|0|0|1|276090.0|1|0|276090.0|276090.0|0
2517|1003498.0|11646607.0|202003|25/03/2020|13:25:09|191058|309|800684000000.0|62|DepÂ¢sito Cte|2423.0|E|1|1|P|P|224280.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |21/04/1993||0|0|0|0|0|0|0|0|0|2020-03-25|1993-04-21|0|0|0|9835 days|9835.0|0|0|1|1|0|1|0|0|0|1|224280.0|1|0|224280.0|224280.0|9
586|12844012.0|17002744.0|202001|04/01/2020|11:27:09|194000|288|800642000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|C|P|311460.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/2014||0|0|0|0|0|0|1|0|0|2020-04-01|2014-03-25|0|0|0|2199 days|2199.0|0|0|1|1|0|0|0|0|0|1|311460.0|1|0|311460.0|311460.0|10
418|22822414.0|22822414.0|202006|26/06/2020|14:59:38|215004|444|902242000000.0|60|DepÂ¢sito Aho|91.0|P|1|1|P|P|243500.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-06-26||0|1|0|||0|0|1|1|0|1|0|0|0|1|243500.0|0|0|243500.0|243500.0|9
1255|8682425.0|2848758.0|202007|02/07/2020|11:13:17|480000|59|902243000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|P|P|273343.32|P|BANCA PERSONAL                     |BANCA PERSONAL                     |13/09/2010||0|0|1|0|0|1|0|0|0|2020-02-07|2010-09-13|0|0|0|3434 days|3434.0|0|0|1|1|0|1|0|0|0|0|273343.32|1|0|273343.32|273343.32|4
1291|4517349.0|10093760.0|202002|07/02/2020|17:22:26|193060|635|902208000000.0|62|DepÂ¢sito Cte|7499.0|E|1|1|P|P|227202.8|P|BANCA PERSONAL                     |BANCA PERSONAL                     |15/06/2004||0|0|1|0|0|0|0|0|0|2020-07-02|2004-06-15|0|0|0|5861 days|5861.0|0|0|1|1|0|1|0|0|0|0|227202.8|1|0|227202.8|227202.8|4
3169|19766941.0|5421816.0|202005|21/05/2020|12:23:38|480000|320|902237000000.0|62|DepÂ¢sito Cte|5150.0|E|1|1|P|P|360960.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |14/10/2015||0|0|1|0|0|0|1|0|0|2020-05-21|2015-10-14|0|0|0|1681 days|1681.0|0|0|1|1|0|1|0|0|0|0|360960.0|1|0|360960.0|360960.0|12
1366|3668152.0|2340428.0|202007|21/07/2020|09:18:10|194055|23|800727000000.0|60|DepÂ¢sito Aho|91.0|P|1|1|P|P|315900.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|1|0|0|2020-07-21||0|1|0|||0|0|1|1|0|1|0|0|0|1|315900.0|0|0|315900.0|315900.0|2
2983|21239007.0|7948482.0|202007|27/07/2020|15:20:11|335000|512|800729000000.0|62|DepÂ¢sito Cte|5252.0|E|1|1|P|P|290570.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |01/07/2010||0|0|1|0|0|1|0|0|0|2020-07-27|2010-01-07|0|0|0|3854 days|3854.0|0|0|1|1|0|1|0|0|0|0|290570.0|1|0|290570.0|290570.0|4
1269|7409682.0|10529925.0|202006|19/06/2020|16:16:38|390000|460|800708000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|P|P|291000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |12/01/2009||0|0|1|0|0|0|1|0|0|2020-06-19|2009-12-01|0|0|0|3853 days|3853.0|0|0|1|1|0|1|0|0|0|0|291000.0|1|0|291000.0|291000.0|12
2029|8851327.0|3065526.0|202008|03/08/2020|13:17:47|335000|357|800730000000.0|62|DepÂ¢sito Cte|6719.0|E|1|1|C|P|914195.1|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/2017||0|0|0|0|0|0|0|0|1|2020-03-08|2017-08-24|0|0|0|927 days|927.0|0|0|1|1|0|0|0|0|1|1|914195.1|1|0|651373.7949999986|651373.7949999986|8
889|15970949.0|10253193.0|202001|03/01/2020|16:16:15|475000|1167|800641000000.0|115|Credipago with partial validation|6603.0|E|1|1|E|P|366159.17|P|EMPRESA                            |BANCA PERSONAL                     |19/11/2015||0|0|0|1|0|0|1|0|0|2020-03-01|2015-11-19|0|0|0|1564 days|1564.0|0|0|1|1|0|0|1|0|0|1|366159.17|1|0|366159.17|366159.17|3
2696|5280566.0|23952800.0|202002|14/02/2020|16:42:53|191004|658|902211000000.0|60|DepÂ¢sito Aho|99.0|P|1|1|P|P|200800.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|0|2020-02-14||0|1|0|||0|0|1|1|0|1|0|0|0|1|200800.0|0|0|200800.0|200800.0|9
1806|13858984.0|13858984.0|202008|25/08/2020|18:01:52|191000|1096|800737000000.0|60|DepÂ¢sito Aho|99.0|P|1|1|P|P|275000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-08-25||0|1|0|||0|0|1|1|0|1|0|0|0|1|275000.0|0|0|275000.0|275000.0|9
3296|361659.0|39552.0|202005|14/05/2020|11:30:47|475012|136|800695000000.0|115|Credipago with partial validation|5040.0|E|1|1|E|P|326764.0|P|EMPRESA                            |BANCA PERSONAL                     |22/10/1999||0|0|0|0|0|0|1|0|0|2020-05-14|1999-10-22|0|0|0|7510 days|7510.0|0|0|1|1|0|0|1|0|0|1|326764.0|1|0|326764.0|326764.0|3
2454|12954735.0|3863489.0|202007|22/07/2020|16:32:07|380000|604|800728000000.0|62|DepÂ¢sito Cte|6719.0|E|1|1|C|P|225101.5|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|0|2020-07-22||0|0|0|||0|0|1|1|0|0|0|0|0|1|225101.5|1|0|225101.5|225101.5|5
1216|19294182.0|10556781.0|202007|14/07/2020|14:46:58|191043|309|902246000000.0|117|Credipago without validation|122.0|E|1|1|P|P|300000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |30/11/2016||0|0|0|1|0|0|1|0|0|2020-07-14|2016-11-30|0|0|0|1322 days|1322.0|0|0|1|1|0|1|0|0|0|1|300000.0|1|0|300000.0|300000.0|2
913|8637421.0|19671125.0|202003|27/03/2020|14:25:22|380000|524|800685000000.0|62|DepÂ¢sito Cte|6712.0|E|1|1|C|P|344061.7|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|0|1|0|0|2020-03-27||0|0|0|||0|0|1|1|0|0|0|0|0|1|344061.7|1|0|344061.7|344061.7|10
1250|70531.0|3075840.0|202002|20/02/2020|17:11:13|570000|1542|902214000000.0|117|Credipago without validation|5190.0|E|1|1|E|P|202008.53|P|EMPRESA                            |BANCA PERSONAL                     |15/02/1962||0|0|0|0|1|0|0|0|0|2020-02-20|1962-02-15|0|0|0|21189 days|21189.0|0|0|1|1|0|0|1|0|0|1|202008.53|1|0|202008.53|202008.53|0
1612|13021316.0|9685479.0|202007|06/07/2020|12:58:55|570002|140|800711000000.0|117|Credipago without validation|5122.0|E|1|1|P|P|294000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |13/01/2011||0|0|1|0|0|0|1|0|0|2020-06-07|2011-01-13|0|0|0|3433 days|3433.0|0|0|1|1|0|1|0|0|0|0|294000.0|1|0|294000.0|294000.0|12
1384|5097808.0|6326.0|202001|23/01/2020|10:20:50|305000|194|800652000000.0|117|Credipago without validation|5190.0|E|1|1|C|P|284930.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |14/07/2005||1|0|0|1|0|1|0|0|0|2020-01-23|2005-07-14|0|0|0|5306 days|5306.0|0|0|1|1|0|0|0|0|0|1|284930.0|1|0|284930.0|284930.0|7
1625|16492116.0|16492116.0|202002|15/02/2020|10:22:52|375000|109|902212000000.0|60|DepÂ¢sito Aho|99.0|P|1|1|P|P|200100.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|0|2020-02-15||0|1|0|||0|0|1|1|0|1|0|0|0|1|200100.0|0|0|200100.0|200100.0|9
1274|3028416.0|12689415.0|202001|16/01/2020|13:44:53|570000|891|902198000000.0|62|DepÂ¢sito Cte|5190.0|E|1|1|P|P|372732.2|P|BANCA PERSONAL                     |BANCA PERSONAL                     |07/05/2019||0|0|0|0|0|0|1|0|0|2020-01-16|2019-07-05|0|0|0|195 days|195.0|0|0|1|1|0|1|0|0|0|1|372732.2|1|0|372732.2|372732.2|2
2384|67632.0|19643210.0|202003|09/03/2020|11:40:47|475000|390|800678000000.0|117|Credipago without validation|5233.0|E|1|1|C|P|206910.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |04/08/1975||0|0|1|0|0|0|0|0|0|2020-09-03|1975-04-08|0|0|0|16585 days|16585.0|0|0|1|1|0|0|0|0|0|0|206910.0|1|0|206910.0|206910.0|5
284|21739331.0|341379.0|202006|18/06/2020|16:16:40|215002|721|902241000000.0|62|DepÂ¢sito Cte|8512.0|E|1|1|P|P|232000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|0|2020-06-18||0|0|0|||0|0|1|1|0|1|0|0|0|1|232000.0|1|0|232000.0|232000.0|9
2625|71834.0|3383881.0|202008|11/08/2020|09:54:13|475000|87|800733000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|327970.0|P|EMPRESA                            |BANCA PERSONAL                     |01/04/1976||0|0|0|0|0|0|1|0|0|2020-11-08|1976-01-04|0|0|0|16380 days|16380.0|0|0|1|1|0|0|1|0|0|1|327970.0|1|0|327970.0|327970.0|3
3379|7071429.0|877773.0|202007|14/07/2020|16:16:32|215000|537|800725000000.0|117|Credipago without validation|121.0|E|1|1|E|P|500000.0|P|EMPRESA                            |BANCA PERSONAL                     |09/07/2008||0|0|1|0|0|0|0|1|0|2020-07-14|2008-09-07|0|0|0|4328 days|4328.0|0|0|1|1|0|0|1|0|0|0|500000.0|1|0|500000.0|500000.0|6
335|23745396.0|208477.0|202001|28/01/2020|10:14:05|245001|31|902203000000.0|62|DepÂ¢sito Cte|6519.0|E|1|1|P|P|713876.2|P|BANCA PERSONAL                     |BANCA PERSONAL                     |21/12/2017||0|0|0|0|0|0|0|0|1|2020-01-28|2017-12-21|0|0|0|768 days|768.0|0|0|1|1|0|1|0|0|1|1|713876.2|1|0|651373.7949999986|651373.7949999986|15
1311|12762209.0|13100286.0|202005|25/05/2020|16:13:32|220000|598|800698000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|P|P|346950.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |24/02/2014||0|0|1|0|0|0|1|0|0|2020-05-25|2014-02-24|0|0|0|2282 days|2282.0|0|0|1|1|0|1|0|0|0|0|346950.0|1|0|346950.0|346950.0|12
2954|16735525.0|19385766.0|202004|15/04/2020|12:37:07|405000|321|800688000000.0|117|Credipago without validation|5122.0|E|1|1|P|P|263720.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |31/03/2015||0|0|1|0|0|1|0|0|0|2020-04-15|2015-03-31|0|0|0|1842 days|1842.0|0|0|1|1|0|1|0|0|0|0|263720.0|1|0|263720.0|263720.0|4
371|13057333.0|247590.0|202005|27/05/2020|16:01:09|540000|710|902238000000.0|62|DepÂ¢sito Cte|9199.0|E|1|1|P|P|214937.3|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/01/1980||0|0|1|0|0|0|0|0|0|2020-05-27|1980-02-01|0|0|0|14726 days|14726.0|0|0|1|1|0|1|0|0|0|0|214937.3|1|0|214937.3|214937.3|4
436|7664500.0|7776541.0|202005|18/05/2020|15:34:17|194044|347|902236000000.0|62|DepÂ¢sito Cte|6420.0|E|1|1|P|P|221000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |14/07/2009||0|0|1|0|0|0|0|0|0|2020-05-18|2009-07-14|0|0|0|3961 days|3961.0|0|0|1|1|0|1|0|0|0|0|221000.0|1|0|221000.0|221000.0|4
3113|3747455.0|6209959.0|202004|08/04/2020|13:15:00|405000|860|800687000000.0|62|DepÂ¢sito Cte|5190.0|E|1|1|P|P|251370.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |27/06/2002||0|0|1|0|0|1|0|0|0|2020-08-04|2002-06-27|0|0|0|6613 days|6613.0|0|0|1|1|0|1|0|0|0|0|251370.0|1|0|251370.0|251370.0|4
1761|14746.0|10165646.0|202001|11/01/2020|09:47:57|194000|60|800646000000.0|60|DepÂ¢sito Aho|6599.0|E|1|1|E|P|557000.0|P|EMPRESA                            |BANCA PERSONAL                     |01/12/1994||0|0|0|0|0|0|0|0|1|2020-11-01|1994-01-12|0|0|0|9790 days|9790.0|0|0|1|1|0|0|1|0|1|1|557000.0|1|0|557000.0|557000.0|11
1091|4843054.0|1205032.0|202007|01/07/2020|11:06:21|305007|88|800710000000.0|117|Credipago without validation|5190.0|E|1|1|E|P|364000.0|P|EMPRESA                            |BANCA PERSONAL                     |29/03/2004||0|0|0|0|0|0|1|0|0|2020-01-07|2004-03-29|0|0|0|5762 days|5762.0|0|0|1|1|0|0|1|0|0|1|364000.0|1|0|364000.0|364000.0|3
1092|17490178.0|19741283.0|202006|30/06/2020|11:29:46|405000|275|800710000000.0|60|DepÂ¢sito Aho||P|1|1|P|P|321541.13|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|1|0|0|1|0|0|2020-06-30||0|1|0|||0|0|1|1|0|1|0|0|0|1|321541.13|0|0|321541.13|321541.13|2
3441|69556.0||202006|30/06/2020|12:17:15|395000|119|902243000000.0|62|DepÂ¢sito Cte|5122.0|E|1|0|E||315630.0||EMPRESA                            ||01/02/1985||0|0|0|0|0|0|1|0|0|2020-06-30|1985-01-02|0|0|0|12963 days|12963.0|0|0|0|0|0|0|1|0|0|1|315630.0|1|1|315630.0|315630.0|3
2318|15216525.0|9568892.0|202001|08/01/2020|09:48:10|435002|20|800644000000.0|62|DepÂ¢sito Cte|5259.0|E|1|1|P|P|269500.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|1|0|0|1|0|0|0|2020-08-01||0|0|0|||0|0|1|1|0|1|0|0|0|0|269500.0|1|0|269500.0|269500.0|4
2814|318079.0|2544075.0|202004|17/04/2020|11:52:06|550000|211|902231000000.0|117|Credipago without validation|5190.0|E|1|1|P|P|297990.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |14/07/1987||0|0|0|0|0|0|1|0|0|2020-04-17|1987-07-14|0|0|0|11966 days|11966.0|0|0|1|1|0|1|0|0|0|1|297990.0|1|0|297990.0|297990.0|2
329|10938498.0|59026.0|202003|13/03/2020|11:48:12|191061|190|902224000000.0|115|Credipago with partial validation|1542.0|E|1|1|C|P|202000.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |16/05/2012||0|0|0|0|1|0|0|0|0|2020-03-13|2012-05-16|0|0|0|2858 days|2858.0|0|0|1|1|0|0|0|0|0|1|202000.0|1|0|202000.0|202000.0|5
1842|2679372.0|5296175.0|202007|07/07/2020|11:50:34|305000|211|800712000000.0|62|DepÂ¢sito Cte|6599.0|E|1|1|E|P|400000.0|P|EMPRESA                            |BANCA PERSONAL                     |19/01/1995||0|0|0|0|0|0|0|1|0|2020-07-07|1995-01-19|0|0|0|9301 days|9301.0|0|0|1|1|0|0|1|0|0|1|400000.0|1|0|400000.0|400000.0|13
2194|11067996.0|5024889.0|202003|02/03/2020|09:32:18|191004|8|902218000000.0|84|Emision de Cheques de Ger|4520.0|E|1|1|P|P|450036.5|P|BANCA PERSONAL                     |BANCA PERSONAL                     |04/12/2012||0|0|0|0|0|0|0|1|0|2020-02-03|2012-04-12|0|0|0|2853 days|2853.0|0|0|1|1|0|1|0|0|0|1|450036.5|1|0|450036.5|450036.5|18
2763|93143.0|14938485.0|202006|18/06/2020|12:11:46|375000|324|902241000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|335291.8|P|EMPRESA                            |BANCA PERSONAL                     |07/04/1998||0|0|0|0|0|0|1|0|0|2020-06-18|1998-07-04|0|0|0|8020 days|8020.0|0|0|1|1|0|0|1|0|0|1|335291.8|1|0|335291.8|335291.8|3
3199|71834.0|22459806.0|202004|03/04/2020|10:56:09|475000|401|800686000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|433090.0|P|EMPRESA                            |BANCA PERSONAL                     |01/04/1976||0|0|0|0|0|0|0|1|0|2020-03-04|1976-01-04|0|0|0|16131 days|16131.0|0|0|1|1|0|0|1|0|0|1|433090.0|1|0|433090.0|433090.0|13
2489|12697789.0|5649294.0|202007|14/07/2020|16:10:31|285000|577|902246000000.0|107|Pago de Credito ALS|5190.0|E|1|1|P|P|202033.34|P|BANCA PERSONAL                     |BANCA PERSONAL                     |11/04/2014||0|0|1|0|0|0|0|0|0|2020-07-14|2014-11-04|0|0|0|2079 days|2079.0|0|0|1|1|0|1|0|0|0|0|202033.34|1|0|202033.34|202033.34|4
2284|6486858.0|2126773.0|202001|28/01/2020|18:13:30|215000|1724|800655000000.0|62|DepÂ¢sito Cte|7499.0|E|1|1|C|P|247750.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |15/10/2007||0|0|0|1|0|1|0|0|0|2020-01-28|2007-10-15|0|0|0|4488 days|4488.0|0|0|1|1|0|0|0|0|0|1|247750.0|1|0|247750.0|247750.0|7
2960|16735525.0|19385766.0|202007|06/07/2020|14:43:39|405003|549|800711000000.0|117|Credipago without validation|5122.0|E|1|1|P|P|240290.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |31/03/2015||0|0|1|0|0|1|0|0|0|2020-06-07|2015-03-31|0|0|0|1895 days|1895.0|0|0|1|1|0|1|0|0|0|0|240290.0|1|0|240290.0|240290.0|4
960|12844012.0|14492152.0|202001|18/01/2020|10:57:21|194000|222|800650000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|C|P|389810.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/2014||0|0|0|0|0|0|1|0|0|2020-01-18|2014-03-25|0|0|0|2125 days|2125.0|0|0|1|1|0|0|0|0|0|1|389810.0|1|0|389810.0|389810.0|10
691|4895158.0|8518762.0|202009|02/09/2020|09:55:47|480000|58|902256000000.0|117|Credipago without validation|1554.0|E|1|1|E|P|254889.71|P|EMPRESA                            |BANCA PERSONAL                     |08/02/2005||0|0|0|0|0|1|0|0|0|2020-02-09|2005-08-02|0|0|0|5304 days|5304.0|0|0|1|1|0|0|1|0|0|1|254889.71|1|0|254889.71|254889.71|0
703|78021.0|12060700.0|202008|07/08/2020|14:17:25|305007|212|800732000000.0|62|DepÂ¢sito Cte|5030.0|E|1|1|E|P|463256.0|P|EMPRESA                            |BANCA PERSONAL                     |11/10/1995||0|0|0|0|0|0|0|1|0|2020-07-08|1995-11-10|0|0|0|9007 days|9007.0|0|0|1|1|0|0|1|0|0|1|463256.0|1|0|463256.0|463256.0|13
1303|3714454.0|446948.0|202008|24/08/2020|11:30:14|355001|167|902254000000.0|62|DepÂ¢sito Cte|5239.0|E|1|1|P|P|244107.7|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/09/2002||0|0|0|0|0|1|0|0|0|2020-08-24|2002-02-09|0|0|0|6771 days|6771.0|0|0|1|1|0|1|0|0|0|1|244107.7|1|0|244107.7|244107.7|9
3262|3928036.0|1083041.0|202004|21/04/2020|10:51:20|475007|113|800689000000.0|115|Credipago with partial validation|5122.0|E|1|1|E|P|357490.0|P|EMPRESA                            |BANCA PERSONAL                     |08/09/2003||0|0|0|0|0|0|1|0|0|2020-04-21|2003-08-09|0|0|0|6100 days|6100.0|0|0|1|1|0|0|1|0|0|1|357490.0|1|0|357490.0|357490.0|3
3159|14746.0|13009747.0|202001|13/01/2020|17:25:15|305000|1546|800647000000.0|60|DepÂ¢sito Aho|6599.0|E|1|1|E|P|300000.0|P|EMPRESA                            |BANCA PERSONAL                     |01/12/1994||0|0|0|0|0|0|1|0|0|2020-01-13|1994-01-12|0|0|0|9497 days|9497.0|0|0|1|1|0|0|1|0|0|1|300000.0|1|0|300000.0|300000.0|3
863|366868.0|983757.0|202004|27/04/2020|12:01:51|215000|626|800691000000.0|117|Credipago without validation|122.0|E|1|1|C|P|318550.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |23/10/1998||0|0|0|0|0|0|1|0|0|2020-04-27|1998-10-23|0|0|0|7857 days|7857.0|0|0|1|1|0|0|0|0|0|1|318550.0|1|0|318550.0|318550.0|10
3151|3509152.0|3509152.0|202007|09/07/2020|13:44:05|385001|84|902245000000.0|60|DepÂ¢sito Aho|91.0|P|1|1|P|P|319609.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|1|0|0|2020-09-07||0|1|0|||0|0|1|1|0|1|0|0|0|1|319609.0|0|0|319609.0|319609.0|2
484|4497647.0|23460309.0|202006|11/06/2020|13:46:10|375000|410|800705000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|P|P|215000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |12/07/2000||0|0|1|0|0|0|0|0|0|2020-11-06|2000-12-07|0|0|0|7274 days|7274.0|0|0|1|1|0|1|0|0|0|0|215000.0|1|0|215000.0|215000.0|4
